,time,distance,heuristic,cityDep_id,cityArr_id,ScoreCity1,ScoreCity2
113,25831,777625,662121.711674774,2,36,3.5888314501243137,4.199400377447803
114,23907,714554,602445.5983593789,2,37,3.5888314501243137,2.634666733449581
115,32917,1012598,840925.7338139002,2,38,3.5888314501243137,3.4351625032292685
116,27194,795780,674121.4716317061,2,39,3.5888314501243137,3.008704474845671
117,33063,1014592,842991.2912903914,2,40,3.5888314501243137,1.746496551575302
118,28072,842323,683488.893789464,2,41,3.5888314501243137,0.6859624796652684
119,7696,197571,145590.8346577883,2,42,3.5888314501243137,0.6859624796652684
120,25978,780969,662071.4126765879,2,43,3.5888314501243137,3.4719603739610263
121,4633,99439,86284.72566225535,2,44,3.5888314501243137,2.2790551957472065
122,28772,781900,541060.2252024125,2,45,3.5888314501243137,1.9287732691996229
123,26658,795259,670381.4950041429,2,46,3.5888314501243137,3.5624600389719134
124,20204,594732,467095.4234719376,2,47,3.5888314501243137,0.6859624796652684
125,27274,826464,608085.7271035283,2,48,3.5888314501243137,2.338810058436918
126,34578,1072653,893136.3385515236,2,49,3.5888314501243137,0.6859624796652684
127,26845,788373,670689.2723604643,2,50,3.5888314501243137,3.4800256010556816
128,22162,652227,482367.0704725675,2,51,3.5888314501243137,0.6859624796652684
129,26820,788978,668671.2671584021,2,52,3.5888314501243137,3.196870692341221
130,6926,185548,142288.58011159414,2,53,3.5888314501243137,2.5700944280694675
131,35746,1082818,892532.5507055481,2,54,3.5888314501243137,2.191389229854672
132,20201,504555,333818.5956609001,2,55,3.5888314501243137,0.0
133,34372,1052636,741633.1508933409,2,56,3.5888314501243137,1.825391560637008
134,6954,177337,133632.7332433634,2,57,3.5888314501243137,2.8179292146988466
135,9458,202729,139667.35837587732,2,58,3.5888314501243137,1.011248194109564
136,40269,1220407,904618.2604818892,2,59,3.5888314501243137,0.6859624796652684
137,7973,216862,186159.8946914217,2,60,3.5888314501243137,0.6859624796652684
138,32796,1009394,839497.4187681774,2,61,3.5888314501243137,2.470624704542101
139,25937,759186,510632.4325025829,2,62,3.5888314501243137,1.7337297062255976
140,26904,793914,667001.114429741,2,63,3.5888314501243137,2.4627102052471157
141,22849,689744,565874.8916763436,2,64,3.5888314501243137,1.715843370063408
142,38076,1159653,843461.3986840256,2,65,3.5888314501243137,2.0656258995375207
143,29262,897966,746831.6780947358,2,66,3.5888314501243137,1.6905640979598637
144,2967,61921,45100.03919008254,2,67,3.5888314501243137,1.9952901020790401
145,25418,763319,652148.6129777917,2,68,3.5888314501243137,2.6064260915107713
146,26121,783182,666793.7690001773,2,69,3.5888314501243137,4.480114177393132
147,27117,826283,571980.0240359323,2,70,3.5888314501243137,0.6859624796652684
148,28815,880565,721756.8428564413,2,71,3.5888314501243137,0.6859624796652684
149,12836,372631,255859.08639935532,2,72,3.5888314501243137,1.6780405864523662
150,29714,864969,728554.6737314723,2,73,3.5888314501243137,1.9921281588049677
151,21389,644942,509374.89322201384,2,74,3.5888314501243137,0.6859624796652684
152,10444,308883,268463.2884277136,2,75,3.5888314501243137,2.065030299835525
153,33043,348098,313490.75464131683,2,76,3.5888314501243137,0.6859624796652684
154,35976,1102906,799843.2627395801,2,77,3.5888314501243137,1.786283316841683
155,15692,456778,335747.5686839136,2,78,3.5888314501243137,0.6859624796652684
156,11993,339728,221194.55032779067,2,79,3.5888314501243137,2.0173992826133795
157,3575,80845,61625.637555965535,2,80,3.5888314501243137,0.6859624796652684
158,26152,776897,659938.9536140566,2,81,3.5888314501243137,4.109941411108329
159,18094,538852,361092.9181204071,3,4,3.813611597833151,3.170214517025436
160,16020,469432,296801.8940988591,3,5,3.813611597833151,3.6291112692757834
161,23152,685357,516838.534104961,3,6,3.813611597833151,3.62145350274904
162,17247,495050,384190.1095682038,3,7,3.813611597833151,3.6603811979634653
163,10442,301218,251266.59284414802,3,8,3.813611597833151,2.7307355374515088
164,19042,551144,436201.15462861134,3,9,3.813611597833151,3.7247396577488168
165,24208,737471,560326.7935024176,3,10,3.813611597833151,2.7568891421606687
166,22048,654611,547035.6855794083,3,11,3.813611597833151,2.16514015540487
167,15929,486967,394422.60814275633,3,12,3.813611597833151,2.652696011226934
168,22467,690973,559441.7286486187,3,13,3.813611597833151,3.786803929767641
169,3054,61368,49713.3096392806,3,14,3.813611597833151,0.6859624796652684
170,13316,379230,305519.51080272964,3,15,3.813611597833151,0.6859624796652684
171,20085,598796,454900.09274465096,3,16,3.813611597833151,0.6859624796652684
172,32718,977978,765971.2455316092,3,17,3.813611597833151,2.305182455677449
173,4411,105645,93786.81078609363,3,18,3.813611597833151,2.5480767501788013
174,7130,192837,174866.86424740806,3,19,3.813611597833151,2.612979704282485
175,19864,582190,433402.7654352232,3,20,3.813611597833151,0.6859624796652684
176,6423,164463,137236.98310012955,3,21,3.813611597833151,0.6859624796652684
177,21410,612053,499667.3864983804,3,22,3.813611597833151,0.6859624796652684
178,14121,411851,279586.96000916354,3,23,3.813611597833151,1.761045765708056
179,10363,297325,251044.43847363984,3,24,3.813611597833151,2.732463177885047
180,9132,257414,216986.63304889452,3,25,3.813611597833151,2.1896282432873537
181,16570,488312,367008.9613675256,3,26,3.813611597833151,2.4667942238289347
182,16505,471716,337624.14492688514,3,27,3.813611597833151,0.6859624796652684
183,15347,457966,389441.49698810687,3,28,3.813611597833151,0.6859624796652684
184,1126,5656,3185.0397318203113,3,29,3.813611597833151,3.1299938087566668
185,9166,257713,190005.1053366827,3,30,3.813611597833151,0.6859624796652684
186,23027,693228,546754.5478100411,3,31,3.813611597833151,2.4433842998034945
187,15199,463834,329565.9844455698,3,32,3.813611597833151,2.2002933367819395
188,13355,381203,292278.8325597045,3,33,3.813611597833151,2.526089764499331
189,19854,593172,497941.25830389967,3,34,3.813611597833151,2.5857181425629023
190,15362,457903,375681.2986259135,3,35,3.813611597833151,0.6859624796652684
191,15631,465396,395351.4210851404,3,36,3.813611597833151,4.199400377447803
192,13707,402325,342104.2963186212,3,37,3.813611597833151,2.634666733449581
193,22717,700369,564954.6027451947,3,38,3.813611597833151,3.4351625032292685
194,16994,483551,406569.2109000132,3,39,3.813611597833151,3.008704474845671
195,22863,702363,567032.2490294426,3,40,3.813611597833151,1.746496551575302
196,17872,530094,426552.30373506417,3,41,3.813611597833151,0.6859624796652684
197,16258,465727,290174.49718449503,3,42,3.813611597833151,0.6859624796652684
198,15778,468740,396646.4607939706,3,43,3.813611597833151,3.4719603739610263
199,8518,230192,200392.3455836387,3,44,3.813611597833151,2.2790551957472065
200,18612,470045,360302.7590969343,3,45,3.813611597833151,1.9287732691996229
201,16458,483030,403601.93169391603,3,46,3.813611597833151,3.5624600389719134
202,24097,725562,495615.3450408565,3,47,3.813611597833151,0.6859624796652684
203,23465,611528,466520.90285947477,3,48,3.813611597833151,2.338810058436918
204,24378,760424,620255.6260820879,3,49,3.813611597833151,0.6859624796652684
205,16645,476144,403353.3482573661,3,50,3.813611597833151,3.4800256010556816
206,12002,340372,239528.12525709663,3,51,3.813611597833151,0.6859624796652684
207,16620,476749,402007.3084170831,3,52,3.813611597833151,3.196870692341221
208,15488,453703,300600.5593344072,3,53,3.813611597833151,2.5700944280694675
209,25546,770589,617786.2413273379,3,54,3.813611597833151,2.191389229854672
210,11628,288562,196510.22872227008,3,55,3.813611597833151,0.0
211,24648,738066,566151.0466310213,3,56,3.813611597833151,1.825391560637008
212,15515,445492,299004.4948512914,3,57,3.813611597833151,2.8179292146988466
213,16951,343121,223914.7693111514,3,58,3.813611597833151,1.011248194109564
214,30546,905836,725137.2620317332,3,59,3.813611597833151,0.6859624796652684
215,4437,106075,90995.087276255,3,60,3.813611597833151,0.6859624796652684
216,22596,697165,563562.6904491497,3,61,3.813611597833151,2.470624704542101
217,19685,515677,383361.0875331602,3,62,3.813611597833151,1.7337297062255976
218,16704,481685,397882.19304153393,3,63,3.813611597833151,2.4627102052471157
219,12649,377515,289760.7970572885,3,64,3.813611597833151,1.715843370063408
220,28353,845082,664690.5507020016,3,65,3.813611597833151,2.0656258995375207
221,19062,585737,471175.196469348,3,66,3.813611597833151,1.6905640979598637
222,13232,377220,306213.9899812715,3,67,3.813611597833151,1.9952901020790401
223,15218,451090,385506.4034574615,3,68,3.813611597833151,2.6064260915107713
224,15921,470953,399531.4537701265,3,69,3.813611597833151,4.480114177393132
225,21446,530988,415616.42852474534,3,70,3.813611597833151,0.6859624796652684
226,18615,568336,447244.4327922282,3,71,3.813611597833151,0.6859624796652684
227,4242,99782,86723.65076911103,3,72,3.813611597833151,1.6780405864523662
228,19514,552740,459555.6864370676,3,73,3.813611597833151,1.9921281588049677
229,19239,560436,441002.90175101656,3,74,3.813611597833151,0.6859624796652684
230,1026,14377,7860.556730161613,3,75,3.813611597833151,2.065030299835525
231,43308,663397,528376.0185897601,3,76,3.813611597833151,0.6859624796652684
232,26253,788335,617800.689049489,3,77,3.813611597833151,1.786283316841683
233,17315,507614,336758.8401458772,3,78,3.813611597833151,0.6859624796652684
234,5692,133761,101205.2913014331,3,79,3.813611597833151,2.0173992826133795
235,13840,396144,309939.4697684377,3,80,3.813611597833151,0.6859624796652684
236,15952,464668,393132.5231122963,3,81,3.813611597833151,4.109941411108329
237,18974,560801,468553.64537372603,4,5,3.170214517025436,3.6291112692757834
238,19010,583780,465157.4316095297,4,6,3.170214517025436,3.62145350274904
239,33967,969941,738093.8045823469,4,7,3.170214517025436,3.6603811979634653
240,8551,241755,197498.22834764625,4,8,3.170214517025436,2.7307355374515088
241,8239,241885,210490.53709085906,4,9,3.170214517025436,3.7247396577488168
242,22537,693248,554408.4713225989,4,10,3.170214517025436,2.7568891421606687
243,28665,856132,664253.9108703869,4,11,3.170214517025436,2.16514015540487
244,27666,825566,659730.4053620612,4,12,3.170214517025436,2.652696011226934
245,30194,893363,792608.8309214844,4,13,3.170214517025436,3.786803929767641
246,18048,538938,311573.8143910769,4,14,3.170214517025436,0.6859624796652684
247,16270,470599,368123.9528300836,4,15,3.170214517025436,0.6859624796652684
248,20122,631757,457334.7229313295,4,16,3.170214517025436,0.6859624796652684
249,29371,881743,703017.244173983,4,17,3.170214517025436,2.305182455677449
250,17649,534203,382734.6984843203,4,18,3.170214517025436,2.5480767501788013
251,23850,667728,499338.57301255706,4,19,3.170214517025436,2.612979704282485
252,22449,679051,499051.4721468275,4,20,3.170214517025436,0.6859624796652684
253,13326,373060,275886.9195857129,4,21,3.170214517025436,0.6859624796652684
254,28320,824025,704407.5732106067,4,22,3.170214517025436,0.6859624796652684
255,10076,290114,250888.01001713608,4,23,3.170214517025436,1.761045765708056
256,13317,388694,322690.5191314626,4,24,3.170214517025436,2.732463177885047
257,10090,291418,236089.5698926016,4,25,3.170214517025436,2.1896282432873537
258,19151,586553,425199.9101639335,4,26,3.170214517025436,2.4667942238289347
259,4710,96337,68394.17020855492,4,27,3.170214517025436,0.6859624796652684
260,32067,932857,714935.8283466912,4,28,3.170214517025436,0.6859624796652684
261,18261,544052,364267.5465796968,4,29,3.170214517025436,3.1299938087566668
262,25886,732604,542256.0304391035,4,30,3.170214517025436,0.6859624796652684
263,27263,842810,636386.4428611553,4,31,3.170214517025436,2.4433842998034945
264,18742,559509,481891.4148884562,4,32,3.170214517025436,2.2002933367819395
265,30075,856094,650804.5404202837,4,33,3.170214517025436,2.526089764499331
266,26471,794693,649914.8514416212,4,34,3.170214517025436,2.5857181425629023
267,7489,213571,155829.7300776815,4,35,3.170214517025436,0.6859624796652684
268,22360,670949,585948.1790557432,4,36,3.170214517025436,4.199400377447803
269,30427,877216,674512.7743767502,4,37,3.170214517025436,2.634666733449581
270,30444,902759,801125.6698569125,4,38,3.170214517025436,3.4351625032292685
271,23737,691222,598854.8045555729,4,39,3.170214517025436,3.008704474845671
272,30590,904753,802748.5342195855,4,40,3.170214517025436,1.746496551575302
273,23468,670757,575173.623458385,4,41,3.170214517025436,0.6859624796652684
274,19212,557096,457823.5690588665,4,42,3.170214517025436,0.6859624796652684
275,22395,670261,581361.1972727153,4,43,3.170214517025436,3.4719603739610263
276,11889,333097,274707.5239713942,4,44,3.170214517025436,2.2790551957472065
277,15874,487275,343159.96528300404,4,45,3.170214517025436,1.9287732691996229
278,23075,684551,592928.7261326864,4,46,3.170214517025436,3.5624600389719134
279,7290,194375,149248.13182479274,4,47,3.170214517025436,0.6859624796652684
280,14009,421353,350888.8993985213,4,48,3.170214517025436,2.338810058436918
281,32136,963016,818752.3708052672,4,49,3.170214517025436,0.6859624796652684
282,23470,680381,595166.8875124911,4,50,3.170214517025436,3.4800256010556816
283,17388,508447,395061.47766155604,4,51,3.170214517025436,0.6859624796652684
284,23210,676708,591083.531341809,4,52,3.170214517025436,3.196870692341221
285,18442,545072,458136.65500724287,4,53,3.170214517025436,2.5700944280694675
286,33273,972979,832296.0450049221,4,54,3.170214517025436,2.191389229854672
287,12223,321873,212366.06979802428,4,55,3.170214517025436,0.0
288,21107,647525,498525.77187182294,4,56,3.170214517025436,1.825391560637008
289,18469,536861,450234.00141579006,4,57,3.170214517025436,2.8179292146988466
290,20951,558947,422106.6864723445,4,58,3.170214517025436,1.011248194109564
291,27004,815296,651052.1912974546,4,59,3.170214517025436,0.6859624796652684
292,14910,439453,313646.09407602105,4,60,3.170214517025436,0.6859624796652684
293,30323,899555,798992.1044221009,4,61,3.170214517025436,2.470624704542101
294,12672,354075,262809.3483660298,4,62,3.170214517025436,1.7337297062255976
295,23815,693504,598820.9561459988,4,63,3.170214517025436,2.4627102052471157
296,25054,759958,561876.917065456,4,64,3.170214517025436,1.715843370063408
297,24811,754542,593734.1167470796,4,65,3.170214517025436,2.0656258995375207
298,28507,838051,709863.1912591717,4,66,3.170214517025436,1.6905640979598637
299,16186,468589,364449.8943358117,4,67,3.170214517025436,1.9952901020790401
300,21985,660637,577163.5991058465,4,68,3.170214517025436,2.6064260915107713
301,22901,677738,591616.5065348761,4,69,3.170214517025436,4.480114177393132
302,13852,421172,337400.36524907645,4,70,3.170214517025436,0.6859624796652684
303,30665,914376,730642.7312896636,4,71,3.170214517025436,0.6859624796652684
304,19773,595222,418500.3815643388,4,72,3.170214517025436,1.6780405864523662
305,26424,764712,651262.7322681674,4,73,3.170214517025436,1.9921281588049677
306,8124,239831,211199.37335629703,4,74,3.170214517025436,0.6859624796652684
307,17380,531474,358346.0398386933,4,75,3.170214517025436,2.065030299835525
308,46262,754766,625137.3517549217,4,76,3.170214517025436,0.6859624796652684
309,22711,697795,557461.5892624599,4,77,3.170214517025436,1.786283316841683
310,2427,51667,46863.775557902285,4,78,3.170214517025436,0.6859624796652684
311,18930,562319,402067.37593095924,4,79,3.170214517025436,2.0173992826133795
312,16794,487513,382803.6247178485,4,80,3.170214517025436,0.6859624796652684
313,22713,669027,584244.0233773651,4,81,3.170214517025436,4.109941411108329
314,37089,1141471,790136.3682652535,5,6,3.6291112692757834,3.62145350274904
315,30390,788551,544972.8844780341,5,7,3.6291112692757834,3.6603811979634653
316,11363,322968,271386.0264598427,5,8,3.6291112692757834,2.7307355374515088
317,26318,799576,635486.134595538,5,9,3.6291112692757834,3.7247396577488168
318,39182,1201906,845988.5239544484,5,10,3.6291112692757834,2.7568891421606687
319,37062,1119420,843715.7172037164,5,11,3.6291112692757834,2.16514015540487
320,30943,951776,665057.6909234654,5,12,3.6291112692757834,2.652696011226934
321,37481,1155782,833884.7552921075,5,13,3.6291112692757834,3.786803929767641
322,16555,487162,297151.610673989,5,14,3.6291112692757834,0.6859624796652684
323,5846,147342,124716.0853443792,5,15,3.6291112692757834,0.6859624796652684
324,35059,1063231,737743.7230026645,5,16,3.6291112692757834,0.6859624796652684
325,47450,1439434,1045014.7005786905,5,17,3.6291112692757834,2.305182455677449
326,15526,464192,203736.8472719528,5,18,3.6291112692757834,2.5480767501788013
327,22144,657646,438638.605396639,5,19,3.6291112692757834,2.612979704282485
328,34838,1046625,726064.053286724,5,20,3.6291112692757834,0.6859624796652684
329,21396,628898,402807.20539084775,5,21,3.6291112692757834,0.6859624796652684
330,36424,1076862,786114.5437400498,5,22,3.6291112692757834,0.6859624796652684
331,28155,847805,530927.7768122114,5,23,3.6291112692757834,1.761045765708056
332,6477,176570,147576.8137472875,5,24,3.6291112692757834,2.732463177885047
333,10046,279280,233593.2203552758,5,25,3.6291112692757834,2.1896282432873537
334,31544,952747,655539.2546906095,5,26,3.6291112692757834,2.4667942238289347
335,17426,493466,407836.09257984674,5,27,3.6291112692757834,0.6859624796652684
336,30361,922775,610504.8925477002,5,28,3.6291112692757834,0.6859624796652684
337,16139,474041,296543.2791898085,5,29,3.6291112692757834,3.1299938087566668
338,24180,722522,406421.3288108371,5,30,3.6291112692757834,0.6859624796652684
339,38041,1158037,843260.0370116871,5,31,3.6291112692757834,2.4433842998034945
340,30213,928643,626327.914851196,5,32,3.6291112692757834,2.2002933367819395
341,26899,687045,450890.366182581,5,33,3.6291112692757834,2.526089764499331
342,34868,1057981,793195.8484149548,5,34,3.6291112692757834,2.5857181425629023
343,16283,479653,371974.3775978297,5,35,3.6291112692757834,0.6859624796652684
344,30645,930205,688566.9778662327,5,36,3.6291112692757834,4.199400377447803
345,28721,867134,560596.2319659761,5,37,3.6291112692757834,2.634666733449581
346,37731,1165178,837876.7990012041,5,38,3.6291112692757834,3.4351625032292685
347,32008,948360,699143.1015497502,5,39,3.6291112692757834,3.008704474845671
348,37877,1167172,840044.7451181926,5,40,3.6291112692757834,1.746496551575302
349,32886,994903,722971.6402737917,5,41,3.6291112692757834,0.6859624796652684
350,1573,17825,10730.683290432396,5,42,3.6291112692757834,0.6859624796652684
351,30792,933549,690624.8367733822,5,43,3.6291112692757834,3.4719603739610263
352,9447,252019,197390.7724758633,5,44,3.6291112692757834,2.2790551957472065
353,33586,934480,630511.5643367768,5,45,3.6291112692757834,1.9287732691996229
354,31472,947839,696729.0688979554,5,46,3.6291112692757834,3.5624600389719134
355,25018,747312,616423.9206687848,5,47,3.6291112692757834,0.6859624796652684
356,32088,979044,716201.9364631128,5,48,3.6291112692757834,2.338810058436918
357,39392,1225233,904064.8633929936,5,49,3.6291112692757834,0.6859624796652684
358,31659,940953,696113.0953277781,5,50,3.6291112692757834,3.4800256010556816
359,26976,804807,534219.010678451,5,51,3.6291112692757834,0.6859624796652684
360,31634,941558,695223.4642580106,5,52,3.6291112692757834,3.196870692341221
361,1648,23955,16853.537116873955,5,53,3.6291112692757834,2.5700944280694675
362,40560,1235398,896704.8677736834,5,54,3.6291112692757834,2.191389229854672
363,25015,657135,429097.9821223159,5,55,3.6291112692757834,0.0
364,39186,1205216,837607.1213080249,5,56,3.6291112692757834,1.825391560637008
365,2325,31988,25146.41325448417,5,57,3.6291112692757834,2.8179292146988466
366,7886,123982,73062.16412016754,5,58,3.6291112692757834,1.011248194109564
367,45083,1372987,1000404.5293487385,5,59,3.6291112692757834,0.6859624796652684
368,12787,369442,232111.22475202067,5,60,3.6291112692757834,0.6859624796652684
369,37610,1161974,836867.293996571,5,61,3.6291112692757834,2.470624704542101
370,30751,911766,621210.9943191635,5,62,3.6291112692757834,1.7337297062255976
371,31718,946494,689303.61771322,5,63,3.6291112692757834,2.4627102052471157
372,27663,842324,567481.6652202073,5,64,3.6291112692757834,1.715843370063408
373,42890,1312233,939034.6069833441,5,65,3.6291112692757834,2.0656258995375207
374,34076,1050546,748161.8205971251,5,66,3.6291112692757834,1.6905640979598637
375,6145,154467,129148.1312361843,5,67,3.6291112692757834,1.9952901020790401
376,30232,915899,678901.2259828247,5,68,3.6291112692757834,2.6064260915107713
377,30935,935762,692381.5489198352,5,69,3.6291112692757834,4.480114177393132
378,31931,978863,673170.431300723,5,70,3.6291112692757834,0.6859624796652684
379,33629,1033145,702342.8709999799,5,71,3.6291112692757834,0.6859624796652684
380,17650,525211,232495.81035829204,5,72,3.6291112692757834,1.6780405864523662
381,34528,1017549,750383.1488320958,5,73,3.6291112692757834,1.9921281588049677
382,26203,797522,638843.3740486982,5,74,3.6291112692757834,0.6859624796652684
383,15258,461463,289494.80289962265,5,75,3.6291112692757834,2.065030299835525
